BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
0,0,0,0,0
0,0,0,0,0
4,3,6,14,18
5,3,1,10,26
0,2,4,0,0
0,2,2,0,0
0,3,0,0,0
0,1,3,0,0
0,0,0,0,0
0,0,0,0,0
1,3,7,0,0
0,2,0,0,0
0,8,5,0,0
0,14,22,0,0
0,12,28,0,0
677,230,438,665,1332
50,34,72,52,99
0,0,0,0,0
0,0,7,0,0
1,0,0,0,1
0,0,1,0,0
0,2,2,0,0
0,0,0,0,0
7,3,7,14,41
0,0,0,1,0
1,0,26,21,16
501,126,108,0,407
225,0,15,0,0
0,0,0,1,1
0,0,0,0,0
5,1,1,3,5
4,0,0,0,0
1,0,0,0,0
0,0,2,1,1
358,175,115,0,374
303,152,103,3,356
73,0,21,0,0
134,56,42,1,127
184,76,113,49,246
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
2,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4,0,0
0,0,0,0,0
0,0,22,0,0
53,28,36,80,78
47,1,10,0,0
1,0,0,0,2
1,0,0,5,5
0,1,0,6,0
8,0,6,10,15
1,0,22,0,43
0,0,0,0,0
0,0,13,0,24
0,0,0,0,0
0,0,39,0,21
0,0,0,0,0
1,0,0,1,2
2,0,0,0,0
0,0,1,328,2
1,0,0,234,0
2,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,2,5,3,5
5,1,3,8,6
3,1,0,0,4
292,204,116,238,194
0,0,0,0,0
275,185,131,225,715
0,0,0,304,127
0,0,0,2,3
0,0,0,0,0
2,1,49,105,38
0,0,29,62,32
0,23,37,0,23
17,0,24,106,14
1,25,36,0,25
0,4,11,20,4
0,16,20,13,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
81,0,54,1,46
92,0,64,0,31
2,1,9,1,5
61,0,8,0,28
2,1,2,2,1
0,0,29,0,2
0,1,7,0,12
0,0,0,0,0
2,0,3,5,9
0,0,1,4,4
0,0,4,5,5
0,0,2,2,7
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
0,382,153,0,484
4,0,2,10,12
0,22,4,0,28
6,0,3,25,24
4,0,2,13,12
0,0,0,0,11
2,374,175,1,531
230,239,116,262,143
0,0,0,0,81
1,0,0,0,7
0,0,0,0,1
37,0,23,0,108
77,0,53,1,131
0,1,39,0,0
0,1,29,0,0
0,0,22,0,0
0,0,10,1,0
0,0,3,0,7
8,0,4,20,32
0,11,20,32,31
0,0,0,0,0
0,0,0,0,0
18,1,24,33,57
0,0,0,0,0
2,0,0,3,2
18,52,37,0,57
9,45,18,51,45
8,53,26,55,62
6,48,21,45,51
12,55,15,57,9
7,2,11,43,63
0,0,0,0,1
35,32,56,43,92
15,26,29,17,29
20,29,35,24,49
13,23,30,24,44
15,26,32,24,44
18,0,0,0,0
5,8,0,0,0
7,5,0,1,0
0,11,0,0,0
1,4,0,0,0
3,1,0,0,0
8,1,0,0,5
3,3,2,0,0
1,2,0,0,0
16,30,7,18,14
16,65,14,0,30
12,28,25,19,68
17,40,0,0,0
14,49,0,1,0
14,52,12,0,24
1,15,5,4,23
5,15,18,18,28
27,44,0,0,0
8,12,0,0,1
5,5,5,13,28
0,4,0,0,0
1,3,0,0,0
4,11,0,0,1
29,39,28,72,32
31,56,0,36,35
88,108,0,55,86
19,17,0,12,21
8,2,0,3,4
0,20,12,0,31
44,9,36,0,24
0,0,1,0,3
0,13,39,100,50
0,0,55,0,68
5,0,1,9,0
0,0,0,0,0
26,0,0,0,3
24,0,0,0,2
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
26,1,6,15,14
0,0,0,2,9
15,6,5,7,21
4,7,0,6,13
5,6,2,5,5
0,1,0,2,1
20,12,11,32,7
8,13,10,8,32
0,0,0,0,0
70,58,82,103,256
92,135,142,128,361
0,0,0,0,0
176,178,242,212,635
3,6,4,15,34
0,0,0,0,0
4,2,4,13,29
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
28,6,58,14,39
0,0,0,0,0
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,4,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,435,223,312
0,0,0,0,0
0,0,0,0,0
0,0,102,93,119
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
0,0,3,0,0
0,0,6,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,3,0,0
0,0,0,0,0
0,0,2,0,0
0,0,3,0,0
0,0,3,0,0
0,0,0,0,0
0,1,135,0,0
1,0,4,1,0
0,3,0,0,0
188,113,53,80,163
10,11,0,16,42
0,33,0,0,0
0,0,2,0,1
30,20,14,81,81
83,54,32,63,141
0,5,0,0,0
0,3,0,0,0
0,2,0,0,9
0,0,0,0,0
1,0,0,0,15
0,0,0,0,0
4,0,2,1,4
0,0,0,0,0
2,6,1,0,2
0,0,0,0,0
73,53,54,30,70
0,0,0,0,0
2,0,0,2,0
0,11,0,4,6
0,0,0,0,0
80,1,85,0,137
42,0,87,1,74
22,0,45,1,46
0,0,0,0,0
10,2,15,11,39
21,9,35,49,44
0,1,4,3,9
0,0,4,1,8
7,7,11,7,20
6,3,16,6,18
2,0,0,0,1
2,0,0,0,2
4,0,0,0,0
4,0,1,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
2,0,0,0,1
3,0,2,0,0
4,0,1,0,0
7,0,0,0,1
4,0,0,0,0
5,0,0,0,0
3,0,0,0,0
5,1,0,0,0
9,0,0,0,2
4,0,3,0,4
4,0,3,0,4
4,0,3,0,4
2,0,0,0,4
1,0,1,0,3
1,0,2,0,3
0,0,0,0,0
1,0,0,0,0
7,0,3,0,3
2,0,0,0,3
2,0,0,0,2
2,0,0,0,1
0,0,0,0,2
1,0,0,0,0
3,0,0,0,1
6,0,0,0,0
0,0,0,0,0
208,0,33,0,35
280,1,53,0,49
267,0,67,0,41
174,0,40,1,39
403,2,117,1,73
0,0,0,0,0
7,11,15,0,16
0,0,0,0,0
111,38,156,103,93
1,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,0,0,1
0,3,0,0,6
0,25,0,0,88
0,1,0,0,3
0,1,0,0,3
0,2,0,0,24
0,1,0,0,11
0,0,0,2,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,44,0
0,0,0,0,0
1,0,1,0,0
22,13,17,11,19
1,1,1,0,0
0,0,1,0,0
0,0,92,0,0
0,0,0,0,0
52,30,12,34,64
0,0,0,0,0
80,31,27,41,82
0,0,0,0,0
0,3,3,5,3
0,2,4,11,4
12,8,7,12,4
20,8,14,18,8
0,8,11,16,12
0,0,0,0,0
0,3,3,0,0
0,0,0,12,22
0,0,0,22,18
0,0,0,0,7
0,0,0,0,0
0,0,0,0,0
10,0,8,0,8
13,0,8,0,11
0,0,0,0,0
0,8,9,15,22
0,8,11,18,10
0,0,0,0,0
0,0,0,0,0
0,8,8,8,22
24,14,6,0,4
0,0,0,0,0
34,1,13,0,20
0,0,0,0,0
0,1,0,10,9
0,4,0,4,6
0,0,0,6,1
45,28,51,52,32
0,10,17,17,63
0,39,1,142,46
72,48,85,106,55
0,0,0,0,0
1,0,34,8,6
0,1,0,1,0
12,13,4,9,0
616,130,566,450,221
10,3,2,0,0
0,0,2,24,40
0,7,0,0,0
0,0,0,0,0
15,2,1,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,2,9,0
0,0,0,0,0
0,0,0,0,0
0,0,0,5,0
0,0,0,6,0
5,1,13,0,22
0,0,33,148,0
0,0,0,0,1
0,0,2,17,0
3,1,2,17,3
0,0,0,0,0
0,0,0,0,0
1,1,0,20,0
0,0,0,0,0
0,0,0,0,0
2,0,0,2,0
0,0,0,0,0
0,0,30,0,74
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
347,121,211,301,92
3,6,2,25,2
9,7,2,19,7
10,7,1,13,16
6,4,0,22,2
30,21,4,28,45
22,9,0,23,25
38,3,20,15,5
3,0,1,1,2
4,3,0,31,14
6,3,11,10,45
6,4,3,18,15
5,2,9,18,31
221,3,8,16,147
23,7,29,41,36
9,1,6,6,10
13,26,13,24,92
1,0,1,2,8
97,39,65,0,30
0,0,39,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
2,0,6,7,14
0,1,4,0,2
0,0,0,0,0
0,0,5,0,1
0,0,0,0,0
0,0,34,0,0
17,0,7,94,9
0,1,114,0,0
0,2,2,0,3
0,0,5,0,0
0,0,127,0,1
0,0,2,0,0
0,0,0,0,0
0,0,1,0,0
0,0,5,0,0
0,0,2,0,0
0,0,2,0,0
0,0,0,0,0
0,0,10,0,0
0,0,0,0,0
14,1,12,258,15
0,2,0,264,0
0,0,1,280,2
0,0,0,0,0
1,1,0,0,6
0,0,0,1,2
0,0,0,0,0
0,0,0,2,0
0,23,20,55,101
7,19,0,25,25
457,285,1,545,451
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,2,2,0,2
0,1,0,0,0
0,0,0,0,4
0,1,0,3,2
0,164,128,1,259
0,1,2,0,0
0,1,0,0,4
0,1,0,0,12
0,0,2,0,4
0,3,0,0,3
4,1,0,0,3
0,193,178,0,316
0,0,4,0,2
0,4,7,0,12
0,2,4,5,14
0,2,3,0,3
0,0,0,0,5
0,0,0,0,3
0,0,3,0,8
0,1,2,0,7
0,1,1,0,3
0,0,0,0,1
0,0,0,4,5
2,1,0,1,1
0,1,4,0,10
0,1,3,0,14
0,0,0,0,0
0,1,2,0,8
1,0,0,0,6
0,2,4,0,7
0,1,1,0,10
0,0,5,0,15
2,0,3,10,12
0,1,2,0,17
0,0,1,2,6
0,0,0,0,8
0,0,1,0,6
0,0,0,0,13
0,3,3,0,4
0,0,1,0,1
0,0,1,0,0
0,7,4,16,4
0,2,0,0,6
0,2,1,8,11
0,0,5,4,5
0,4,5,10,12
0,1,2,2,3
4,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
1,19,3,25,17
0,0,0,4,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0,4,1
0,4,3,0,4
0,0,0,0,0
0,0,4,3,17
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,0,0,0,0
1,0,0,0,0
7,0,0,0,0
0,1,7,4,3
0,0,0,0,0
11,0,0,0,0
0,4,47,11,85
0,3,42,18,13
0,3,48,23,19
0,0,0,0,0
0,0,0,0,0
55,17,43,42,1
0,1,1,2,0
0,0,0,1,1
0,0,0,9,0
0,0,0,2,10
8,6,8,52,1
0,1,0,7,0
19,8,15,83,0
18,6,24,70,0
0,0,0,3,0
0,1,2,10,0
0,0,0,3,15
5,2,3,10,0
1,0,0,8,1
5,2,2,8,0
2,2,5,12,0
1,4,2,9,0
4,3,1,12,0
102,39,6,48,0
6,2,6,12,0
3,7,0,5,0
0,4,1,6,0
6,4,2,17,0
16,8,3,6,0
9,1,0,17,0
3,1,4,16,1
5,2,8,7,0
5,0,0,3,0
156,40,93,55,0
98,22,62,51,0
49,55,73,86,0
59,42,73,92,0
86,66,107,108,0
77,57,38,96,185
55,42,75,57,0
58,41,74,58,0
1,3,0,14,0
0,5,0,20,0
5,2,0,0,0
0,0,0,0,0
0,36,29,74,1
73,40,57,80,155
79,30,62,61,169
1,0,5,3,7
1,28,0,72,1
100,71,64,102,249
0,61,36,100,1
65,62,45,103,204
0,0,0,0,0
3,0,0,5,0
0,0,0,1,4
0,2,1,10,0
0,0,2,11,0
0,0,0,2,0
0,0,0,4,0
153,95,217,139,218
145,96,191,120,190
0,85,183,132,174
111,39,77,100,3
214,94,279,202,306
0,0,0,1,0
2,84,1,187,0
24,1,27,26,42
0,0,4,0,2
4,1,12,9,14
0,1,15,17,7
0,0,12,38,0
38,0,40,37,62
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,0,0,2,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,10,14
0,8,4,20,2
0,0,0,0,0
4,0,2,8,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,90,308,203,66
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,5,0,3,0
5,0,1,0,0
5,0,1,0,1
0,0,0,0,24
0,0,0,0,0
0,0,0,0,0
1,0,1,0,2
3,3,2,0,5
0,0,0,0,0
9,7,2,0,6
0,0,0,1,6
10,14,11,32,19
0,10,3,7,1
0,0,0,22,0
74,32,68,49,83
5,6,15,19,19
9,0,29,13,19
0,0,0,0,0
0,1,0,0,4
0,0,0,0,0
0,0,1,12,14
0,0,0,4,21
1,0,2,2,16
0,0,0,0,0
0,0,0,6,7
0,0,1,1,8
0,0,0,2,4
22,0,33,42,34
0,1,0,40,62
0,0,0,57,79
0,0,0,32,96
1,0,0,20,36
0,0,0,2,0
65,0,105,0,37
3,0,8,0,1
4,0,4,0,4
1,0,0,0,2
24,0,0,0,78
115,0,0,0,201
2,0,0,0,4
1,0,2,0,11
0,0,0,0,0
6,0,0,0,4
0,0,0,0,3
3,0,4,0,12
6,0,0,0,7
3,0,0,0,5
3,0,0,0,3
0,0,0,0,0
0,0,0,0,0
1,0,1,0,0
3,0,9,0,9
2,0,4,3,2
0,0,1,0,2
0,0,1,0,0
15,0,0,0,39
3,0,2,4,3
1,0,2,8,5
46,0,73,13,64
40,12,46,24,48
11,0,2,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,6,0,0
0,1,0,7,0
0,3,3,5,0
0,0,0,0,0
0,0,3,0,0
0,0,3,0,0
0,0,3,0,0
0,0,5,0,0
0,0,1,0,0
0,0,0,0,0
0,0,2,0,0
0,0,0,0,0
0,0,13,0,0
0,0,9,0,0
0,0,8,0,0
0,0,4,0,0
0,0,5,0,0
0,0,0,0,0
0,0,6,0,0
0,0,0,0,0
22,2,14,2,14
183,80,127,1,59
0,0,0,0,3
3,0,5,0,0
0,0,0,0,0
0,0,0,0,0
7,2,0,0,0
6,2,1,0,0
18,4,0,0,0
15,1,0,0,0
34,3,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4,0,0
0,0,3,0,0
0,0,0,0,0
3,1,3,3,8
0,0,2,0,0
0,0,0,0,0
0,0,70,0,1
0,0,21,0,0
0,0,34,0,0
0,0,1,0,0
0,0,4,0,0
0,0,0,0,0
0,0,3,0,0
0,0,1,0,0
0,0,1,0,0
0,0,162,0,1
5,4,22,17,9
0,0,2,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
1,0,0,0,4
0,0,0,0,0
4,0,0,0,7
0,0,0,0,0
1,0,4,0,4
0,7,7,9,3
0,0,4,4,3
0,0,1,6,2
2,0,47,73,39
0,0,0,0,0
0,0,0,1,0
8,5,0,0,9
0,0,1,4,8
110,77,105,250,36
0,4,0,5,2
0,0,2,7,3
0,0,72,217,85
211,0,92,289,361
1,78,118,280,42
1,0,3,0,5
1,0,0,0,0
46,0,15,48,54
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3,0,3,0
0,0,0,0,0
0,0,0,0,0
9,3,0,0,4
0,0,0,0,0
0,10,0,0,0
0,0,0,0,0
0,0,0,0,0
17,0,2,36,5
0,0,0,0,0
17,0,7,23,0
0,0,2,0,2
0,0,2,0,0
16,0,1,0,15
37,8,8,0,30
2,0,0,0,0
0,0,0,89,2
0,0,0,0,0
0,0,0,1,0
0,0,1,8,0
0,0,0,10,0
0,0,0,0,0
23,0,5,0,14
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
12,4,0,0,8
2,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,4,0,0,0
0,5,0,0,0
0,0,0,0,1
0,0,0,0,2
0,0,0,0,5
0,1,0,0,3
0,0,0,0,3
0,0,0,0,3
0,0,0,0,0
0,0,0,0,2
0,0,0,0,1
0,0,0,0,3
0,0,0,0,3
0,0,0,0,7
0,1,0,0,4
0,0,0,0,4
0,0,0,0,3
0,0,0,0,1
0,1,0,0,2
0,0,0,0,1
0,2,0,0,5
0,0,0,0,0
0,0,0,0,1
0,1,0,0,3
0,0,0,0,0
0,0,1,1,0
0,1,5,1,0
0,0,0,0,0
0,0,0,0,0
179,145,207,0,38
171,0,210,122,50
0,0,0,5,0
1,0,1,0,1
0,0,0,13,0
119,0,240,10,84
56,0,0,0,6
0,0,0,0,0
0,0,1,0,0
50,52,87,79,44
0,0,0,0,0
0,0,0,0,0
6,3,2,0,2
0,0,0,0,0
0,1,0,0,4
0,20,50,0,22
0,0,0,0,0
291,38,0,0,9
6,4,3,1,1580
0,0,0,0,0
29,14,27,13,58
0,0,0,0,0
0,0,0,0,0
17,34,12,25,33
26,40,15,55,48
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,13,5,17,6
0,0,0,0,0
2,15,4,17,9
111,59,73,223,145
0,0,0,0,1
0,0,0,0,0
5,4,0,11,11
4,8,0,21,11
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
119,60,78,129,194
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,0,0,0,0
0,0,0,2,1
5,3,2,13,8
0,0,1,0,3
0,0,0,0,0
0,0,0,0,8
10,6,2,9,19
0,0,0,0,0
3,1,0,4,4
458,176,24,263,176
383,156,21,163,109
0,1,82,507,3
25,2,134,511,259
0,132,103,423,102
0,80,78,383,93
0,0,0,0,0
0,0,1,2,1
2,6,8,3,6
0,0,0,1,0
0,0,0,33,0
0,0,0,29,0
2,8,0,0,10
5,6,0,0,16
7,5,1,0,5
0,0,39,0,0
0,0,0,0,4
0,0,1,0,18
0,0,0,0,11
0,0,1,0,4
0,0,0,0,7
94,74,61,103,77
105,86,54,93,291
3,4,2,8,7
1,1,0,1,5
1,3,1,4,7
1,0,0,0,1
1,0,0,0,1
1,0,2,2,9
36,41,32,87,149
62,58,44,79,194
31,34,20,36,102
7,14,7,13,31
6,5,11,14,39
21,0,77,47,28
0,0,0,0,0
32,13,103,0,32
35,0,117,80,56
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
28,0,0,0,48
0,0,0,0,56
0,0,0,0,2
3,0,4,2,0
39,0,1,0,44
38,0,1,1,41
0,0,1,0,0
0,0,0,0,2
0,0,0,0,3
0,0,0,0,0
1,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
1,0,2,0,0
0,0,1,0,0
0,0,0,0,0
31,87,163,3,0
0,0,2,0,0
101,44,66,0,118
101,45,66,0,120
0,0,1,8,1
0,0,0,0,4
0,2,0,0,14
0,8,0,7,17
8,8,5,9,12
13,1,3,5,20
9,4,1,2,10
0,0,2,10,15
0,0,0,0,1
99,27,120,94,45
0,1,1,2,5
4,1,18,10,4
0,1,0,0,4
1,1,13,8,4
0,0,0,0,2
44,31,68,84,24
0,0,0,0,0
23,0,10,17,0
0,1,0,0,1
0,0,0,0,0
0,104,0,0,111
0,0,0,0,0
10,10,5,21,26
5,6,4,11,4
0,1,0,2,1
0,0,0,0,0
0,2,0,2,4
0,0,0,0,0
2,0,2,0,0
4,0,6,12,0
3,0,6,0,2
3,0,3,0,0
61,1,0,0,0
40,1,52,107,65
0,5,2,4,0
2,5,2,9,0
0,0,5,0,4
13,9,9,17,17
0,0,5,0,10
0,0,4,0,3
0,0,2,0,6
0,0,0,0,0
4,11,5,12,17
1,11,8,8,12
1,0,5,0,4
0,0,0,0,5
0,0,3,0,10
0,0,0,0,6
0,0,0,0,8
0,0,0,0,0
0,0,3,1,13
0,0,1,0,4
2,0,3,0,0
0,0,5,0,0
14,0,9,10,21
17,4,12,21,26
8,4,22,10,18
0,0,0,0,0
0,0,0,0,12
3,3,25,5,13
0,0,4,4,12
0,0,0,0,0
0,0,5,0,1
0,0,1,0,0
0,1,1,0,1
78,70,367,59,157
68,31,207,61,100
20,1,4,13,5
94,0,11,0,53
666,0,166,3,553
602,270,322,392,549
816,241,430,298,697
0,2,8,12,0
0,0,0,0,0
0,1,1,4,0
0,0,0,0,0
3,1,2,0,1
0,1,4,13,0
38,17,0,21,31
0,0,0,0,0
1,0,0,3,7
3,0,0,3,11
0,0,0,5,0
0,1,0,0,0
0,0,0,0,1
60,82,0,236,30
80,40,9,37,63
0,0,0,0,7
0,0,0,0,32
0,0,0,0,0
0,11,0,0,5
0,0,0,0,0
0,0,0,0,0
1,0,0,266,1
1,0,0,253,0
0,0,0,160,0
0,0,0,0,0
16,2,0,0,0
0,2,0,0,1
0,4,0,0,0
0,0,1,0,0
0,0,0,1,0
0,2,0,0,3
0,4,0,0,0
0,7,0,0,5
9,7,4,9,10
0,0,0,0,0
0,0,0,0,0
0,3,0,3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
34,0,12,0,46
0,0,0,0,0
1,0,0,0,0
2,0,0,0,1
1,0,0,0,0
0,0,2,0,9
0,0,1,0,4
0,0,0,0,1
0,0,0,0,0
0,0,0,0,17
0,0,3,0,0
1,1,2,3,3
0,2,3,0,2
1,3,10,10,9
0,0,0,0,0
60,29,85,0,15
1,38,91,0,0
46,32,128,38,65
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,2,1,0,3
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
6,0,0,0,0
35,22,40,0,28
0,0,0,0,0
3,0,0,0,0
262,5,47,4,2
0,0,0,0,0
0,0,2,0,0
1,66,98,148,62
0,6,3,20,1
0,0,1,3,2
0,1,1,2,1
0,0,2,1,3
0,0,4,1,0
0,1,3,2,2
0,0,0,0,4
0,1,0,1,4
0,3,1,5,0
0,0,2,3,0
0,0,4,7,1
0,0,0,2,3
0,0,1,5,0
0,1,2,2,2
0,0,6,0,2
0,0,2,0,3
0,1,2,3,1
0,1,3,1,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,75,40,80,58
74,99,175,247,304
4,3,14,110,27
4,5,7,80,16
3,5,8,74,4
2,10,14,114,25
0,0,0,1,0
27,27,22,0,33
0,0,0,0,0
6,2,4,1,24
0,2,7,2,10
0,0,7,0,8
1,0,2,2,13
0,0,3,1,7
0,0,1,0,11
0,0,0,0,0
6,1,8,2,28
3,0,6,0,32
7,4,6,2,39
0,0,2,0,0
0,0,2,0,0
6,4,2,2,32
4,3,2,3,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,4,5,2,8
0,0,0,0,0
0,0,0,0,0
37,16,19,3,86
19,0,5,0,34
56,0,38,0,92
0,0,0,0,0
12,0,9,0,26
0,0,0,0,0
9,0,3,1,0
0,0,0,0,0
6,0,4,1,0
13,2,2,8,15
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
0,0,0,0,0
138,0,56,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
105,36,79,93,156
0,0,0,0,3
0,34,0,0,40
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
18,0,6,0,11
1,0,0,3,5
190,125,189,352,104
13,0,1,10,2
3,0,0,0,0
0,1,0,0,0
0,0,0,0,1
1,1,0,0,2
1,1,0,1,0
3,1,0,0,0
0,0,0,1,0
0,0,0,0,0
5,1,0,0,0
2,2,0,0,0
3,2,0,0,0
2,0,0,0,0
7,0,0,0,0
0,0,0,0,0
1,1,0,0,0
3,0,0,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
746,105,3,27,1
670,93,4,14,5
1,0,0,0,0
0,0,0,0,0
1,3,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,0,0,0
107,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
31,0,7,1,361
0,0,1,0,495
0,0,0,0,69
0,0,0,0,53
0,0,0,6,46
0,0,0,0,17
13,0,1,0,109
0,0,0,2,201
0,0,0,1,130
0,0,0,0,34
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
221,61,1263,1,34
0,41,1,1,21
0,57,1,1,40
0,60,1,1,37
0,0,1,0,0
0,0,0,0,0
1,0,409,0,155
0,0,0,0,101
21,1,607,0,0
0,2,85,0,0
1,6,1092,0,0
1,0,3,0,0
1,3,0,0,474
0,0,0,0,0
0,117,1017,1,375
0,135,785,0,380
297,113,1071,1,4
309,114,1128,1,2
6,0,7,0,0
8,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,2,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,4
0,0,0,0,0
2,0,3,0,1
0,0,2,0,5
4,1,428,0,136
193,0,1,8,0
237,76,672,4,32
235,3,536,2,163
226,2,622,6,204
223,1,615,6,197
180,35,497,9,16
32,42,47,5,254
32,52,47,6,259
0,51,2,0,101
1,44,42,0,281
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,1,3,0
185,0,85,150,1
224,0,96,158,1
288,0,107,110,2
123,0,111,127,2
11,0,10,28,23
0,0,28,0,38
6,0,9,8,12
2,0,1,6,0
1,0,3,8,8
0,0,5,6,7
1,0,3,12,0
4,0,4,13,0
0,0,1,0,0
1,3,4,5,0
6,1,5,5,0
5,0,4,4,0
1,2,0,8,0
0,1,8,0,34
0,0,11,0,67
